,#account_id,first_pay_time,disputes_d30,disputed_d30,disputable_payment,game_types,long_sessions_ps_score_180,long_sessions_ps_score_210,long_sessions_ps_score_240,monetary_consumption_score,user_withdrawed,fluctuating_wagers,payment_methods_score,payment_methods_sequence,payment_impulsiveness_score,nightly_play,days_played_score,increasing_tolerance,losses_of_winning_score,time_comsumption
574,10744695.0,2024-05-01 21:49:06.650,0,0.0,0.0,3,2,2,2,41.99,0,0.0,1,"[""checkout_apple_pay""]",6.588390471124187,1,6,0.0,0.3333333333333333,179099.0
578,10633410.0,2024-04-03 03:52:13.827,0,0.0,0.0,26,7,7,6,144.15858,1,0.0,1,"[""checkout_apple_pay"",null]",9.877162193263343,1,6,0.0,0.25,385668.0
589,10632428.0,2024-04-07 15:09:09.375,0,0.0,0.0,9,5,5,5,28.702,0,0.0,1,"[""checkout_apple_pay"",null]",2.8651716402579672,1,9,9.4,0.0,472639.0
591,10546241.0,2024-04-20 20:43:15.350,0,0.0,0.0,1,0,0,0,38.322,0,0.02,1,"[""checkout_apple_pay""]",10.33341511795592,1,4,0.0,1.0,432.0
610,10741052.0,2024-04-30 17:30:55.864,0,0.0,0.0,11,1,1,1,41.89,0,0.0,1,"[""checkout_apple_pay"",null]",3.904860646254443,1,2,0.0,0.0,34542.0
612,10696038.0,2024-04-17 21:02:16.060,0,0.0,0.0,3,0,0,0,3.668,0,0.01,1,"[""checkout_apple_pay""]",,1,1,0.0,,354.0
620,10680827.0,2024-04-14 09:44:19.468,0,0.0,0.0,25,0,0,0,2.57,0,0.0,1,"[""paypal_wallet_slave""]",,1,1,0.0,0.0,7323.0
623,10640681.0,2024-04-04 21:25:38.992,3,46.8,46.8,32,2,1,1,46.8,0,0.0,1,"[""checkout_apple_pay""]",5.438639535766274,1,3,0.0,0.1182432432432432,75638.0
638,10698271.0,2024-04-18 12:30:39.202,0,0.0,0.0,27,4,4,4,114.86599999999996,0,0.0,1,"[null,""checkout_apple_pay""]",5.535943964013277,1,3,15.7,0.0384615384615384,332283.0
639,10692388.0,2024-04-16 20:50:45.093,0,0.0,0.0,10,6,6,6,37.28,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,4,0.0,0.0,303568.0
640,10712755.0,2024-04-22 03:30:09.352,0,0.0,0.0,17,4,4,4,109.31399999999998,0,0.0,1,"[""checkout_apple_pay"",null]",6.9690938044013615,1,6,0.0,0.0086206896551724,182699.0
641,10691757.0,2024-04-16 17:25:03.270,0,0.0,0.0,28,4,4,4,708.326,0,0.0,1,"[""checkout_apple_pay""]",34.236225078124484,1,6,0.0,0.0857142857142857,285717.0
643,10732880.0,2024-04-28 02:38:44.581,0,0.0,0.0,6,6,6,5,148.578,1,0.0,1,"[""checkout_apple_pay"",null]",7.421886269330175,1,6,1.1,0.0181818181818181,549138.0
645,10729234.0,2024-04-27 01:40:43.861,0,0.0,0.0,14,3,3,3,2.726,0,0.01,1,"[""checkout_apple_pay""]",,1,6,0.0,0.0,182228.0
647,10150572.0,2024-04-26 04:26:58.607,0,0.0,0.0,14,0,0,0,1.784,1,0.03,1,"[""checkout_credit_api""]",,1,15,0.0,,357.0
649,10338692.0,2024-04-11 09:38:53.066,0,0.0,0.0,20,4,4,4,67.966,1,0.0,1,"[""checkout_credit_api""]",6.175824334798207,1,16,0.6,0.0,194518.0
654,10765687.0,2024-05-08 22:00:50.422,0,0.0,0.0,18,1,1,1,235.79,0,0.0,1,"[""checkout_apple_pay""]",27.365106126842143,1,2,0.0,0.0266666666666666,84177.0
662,10761467.0,2024-05-07 23:55:52.963,0,0.0,0.0,11,1,1,1,41.0424,0,0.0,1,"[null,""checkout_apple_pay""]",5.549081017194163,1,6,0.7,0.0,31748.0
673,10671248.0,2024-04-11 11:16:42.575,0,0.0,0.0,1,1,1,1,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
683,10714994.0,2024-04-29 21:19:22.967,0,0.0,0.0,3,3,2,2,5.452,1,0.0,1,"[""checkout_credit_api""]",1.3321891757554558,1,5,0.0,0.0,121365.0
690,10675980.0,2024-04-12 19:54:45.786,0,0.0,0.0,5,1,1,1,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,115667.0
698,10753130.0,2024-05-04 17:20:06.486,0,0.0,0.0,5,1,1,1,7.336,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554558,1,4,0.0,0.0,159216.0
699,10749319.0,2024-05-04 02:34:07.123,0,0.0,0.0,8,4,4,4,32.57,0,0.0,1,"[""checkout_apple_pay"",null]",4.583415393204795,1,5,0.1,0.0,535411.0
701,10773062.0,2024-05-11 14:44:36.808,0,0.0,0.0,4,0,0,0,47.295,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.5,828.0
705,10625523.0,2024-04-01 12:52:24.712,0,0.0,0.0,6,0,0,0,9.32,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,,1201.0
706,10632583.0,2024-04-03 14:25:02.074,0,0.0,0.0,1,0,0,0,2.726,0,,1,"[""checkout_credit_api""]",,1,1,,,360.0
708,10751709.0,2024-05-04 03:51:19.000,0,0.0,0.0,3,2,2,2,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,456619.0
711,10589365.0,2024-04-04 08:53:52.532,0,0.0,0.0,46,2,2,2,28.05058,1,0.0,1,"[null,""checkout_credit_api""]",7.363106473717139,1,10,0.0,0.0025380710659898,176754.0
716,10745453.0,2024-05-02 01:21:14.497,0,0.0,0.0,5,0,0,0,5.452,0,0.01,1,"[""checkout_apple_pay""]",1.3321891757554558,1,1,0.0,0.6666666666666666,1006.0
720,10767566.0,2024-05-09 20:20:31.856,0,0.0,0.0,41,9,9,8,234.1386,1,0.0,2,"[""checkout_apple_pay"",""checkout_credit_api"",null]",6.953745111509909,1,8,0.0,0.125,431552.0
721,10545652.0,2024-05-06 08:13:01.712,0,0.0,0.0,104,6,6,6,18.699,0,0.0,1,"[""checkout_credit_api"",null]",5.398016950695876,1,44,0.0,0.0,439592.0
722,10658786.0,2024-04-22 14:08:05.281,0,0.0,0.0,3,0,0,0,0.842,0,,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,0.0
733,10716438.0,2024-04-23 03:41:00.108,0,0.0,0.0,2,0,0,0,4.61,0,0.03,1,"[""checkout_apple_pay""]",,1,1,0.0,,754.0
734,10628786.0,2024-04-04 04:07:34.404,0,0.0,0.0,6,1,1,1,18.64,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,3,0.0,1.0,172698.0
736,10647932.0,2024-04-10 10:45:06.547,0,0.0,0.0,19,1,1,1,29.544,0,0.0,1,"[""checkout_apple_pay"",null]",3.743454859580156,1,7,0.0,0.0,35064.0
737,10700907.0,2024-04-24 00:08:40.951,0,0.0,0.0,4,5,5,5,31.628,0,0.0,1,"[""checkout_apple_pay""]",2.8260000000000005,1,9,0.0,0.6666666666666666,342743.0
738,10627088.0,2024-04-06 01:03:04.069,0,0.0,0.0,12,3,3,2,41.38999999999999,0,0.0,1,"[null,""checkout_apple_pay""]",2.744513226361499,1,8,0.9,0.0042372881355932,131442.0
744,10626135.0,2024-04-11 22:38:44.762,0,0.0,0.0,19,0,0,0,0.842,0,,1,"[null,""checkout_apple_pay""]",0.421,1,7,0.0,0.0,9855.0
750,10735987.0,2024-04-29 01:40:26.306,0,0.0,0.0,2,0,0,0,1.784,0,0.02,1,"[null,""checkout_apple_pay""]",0.6742886198484613,1,1,317.2,,0.0
753,10627621.0,2024-04-15 10:05:36.883,0,0.0,0.0,2,0,0,0,0.842,0,0.02,1,"[""checkout_apple_pay""]",,1,2,0.0,,1274.0
762,10640866.0,2024-04-05 21:05:50.167,0,0.0,0.0,27,2,2,2,9.32,0,0.01,1,"[""checkout_credit_api""]",,1,3,0.0,,102770.0
765,10679251.0,2024-04-17 18:45:00.176,0,0.0,0.0,1,0,0,0,0.842,0,0.01,1,"[""checkout_credit_api""]",,1,2,5.7,,0.0
767,10711655.0,2024-05-07 00:09:43.137,0,0.0,0.0,17,0,0,0,18.74,0,0.0,1,"[""checkout_credit_api""]",,1,5,0.0,,721.0
778,10720083.0,2024-04-24 04:08:20.495,0,0.0,0.0,7,0,0,0,2.726,0,0.01,1,"[""checkout_credit_api""]",,1,1,0.0,,353.0
779,10672348.0,2024-04-15 08:22:50.648,0,0.0,0.0,12,3,3,3,3.412,1,0.0,2,"[null,""paypal_wallet_slave"",""checkout_apple_pay""]",0.7909186833274098,1,8,0.0,0.0,268557.0
780,10688054.0,2024-05-03 15:01:19.725,0,0.0,0.0,16,3,2,2,7.336,0,0.01,1,"[""checkout_credit_api""]",1.3321891757554558,1,8,0.0,0.0,220670.0
782,10693942.0,2024-04-17 03:37:41.912,1,11.204,11.204,8,1,1,1,348.24,0,0.0,1,"[""checkout_apple_pay"",null]",100.45513685222872,1,2,0.0,0.4666666666666667,278429.0
794,10570804.0,2024-04-13 05:39:03.354,0,0.0,0.0,4,0,0,0,0.842,0,0.02,1,"[""checkout_apple_pay""]",,1,13,0.4,,1109.0
798,10629982.0,2024-04-04 05:13:22.485,0,0.0,0.0,2,0,0,0,11.004,0,0.01,1,"[""checkout_credit_api""]",0.9420000000000002,1,2,0.0,,752.0
799,10700525.0,2024-04-19 02:04:10.723,0,0.0,0.0,5,0,0,0,9.12,0,0.01,1,"[""checkout_apple_pay""]",1.0877279071532548,1,2,0.0,,3228.0
800,10653894.0,2024-04-07 18:34:29.222,0,0.0,0.0,5,2,2,2,1.784,0,0.01,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,207927.0
804,10714388.0,2024-04-22 18:03:30.127,0,0.0,0.0,7,0,0,0,4.51,0,0.01,1,"[""checkout_apple_pay""]",0.6660945878777277,1,2,0.0,,810.0
828,10701065.0,2024-04-24 04:54:38.369,0,0.0,0.0,5,4,4,4,0.842,1,0.0,1,"[null,""checkout_credit_api""]",0.595383909759073,1,7,0.2,0.0,301978.0
833,10744206.0,2024-05-01 19:02:11.619,0,0.0,0.0,4,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,1352.0
842,10709877.0,2024-04-21 19:08:20.086,0,0.0,0.0,2,0,0,0,2.726,0,0.06,1,"[""checkout_apple_pay""]",,1,1,0.0,,488.0
843,10718851.0,2024-04-23 23:11:01.400,0,0.0,0.0,12,1,1,1,65.74,0,0.0,1,"[""checkout_apple_pay""]",19.982837636331837,1,2,0.0,0.0094786729857819,61025.0
845,10759341.0,2024-05-07 07:57:09.465,0,0.0,0.0,10,2,2,2,9.32,0,0.01,1,"[""checkout_apple_pay""]",,1,4,0.0,,536057.0
849,10623072.0,2024-04-01 01:00:42.786,0,0.0,0.0,50,4,4,3,55.178,1,0.0,1,"[""checkout_apple_pay""]",8.74843671749416,1,6,0.0,0.0,157116.0
854,10756639.0,2024-05-05 19:56:04.550,0,0.0,0.0,13,1,1,1,56.12,0,0.0,1,"[""checkout_apple_pay""]",10.573923775023156,1,3,0.0,1.0,585646.0
860,10641188.0,2024-04-17 18:11:03.584,0,0.0,0.0,3,5,5,5,7.699999999999999,0,0.02,1,"[null,""paypal_wallet_slave""]",1.408062498612899,1,8,11.1,0.0,387104.0
864,10540707.0,2024-04-21 15:51:35.854,0,0.0,0.0,4,1,1,1,9.26,0,,1,"[""paypal_wallet_slave""]",,1,8,2.6,,529613.0
865,10654052.0,2024-04-07 19:11:42.643,0,0.0,0.0,6,1,1,1,18.64,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,2,0.0,0.6,71311.0
866,10686668.0,2024-04-16 06:13:13.057,0,0.0,0.0,3,0,0,0,18.63058,0,0.0,1,"[""checkout_apple_pay""]",0.0066609458787782,1,2,0.0,1.0,265.0
868,10759184.0,2024-05-06 22:39:31.766,0,0.0,0.0,20,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,33502.0
874,10718731.0,2024-04-23 22:40:22.762,0,0.0,0.0,8,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,1356.0
900,10683001.0,2024-04-15 21:15:04.608,0,0.0,0.0,19,1,1,1,188.2,0,0.0,1,"[""checkout_credit_api""]",0.0,1,3,0.0,0.1666666666666666,68470.0
907,10744518.0,2024-05-01 20:50:08.556,0,0.0,0.0,6,0,0,0,74.86,0,0.0,1,"[""checkout_apple_pay""]",5.159546491698664,1,1,0.0,1.0,4458.0
909,10683044.0,2024-04-14 15:14:56.542,0,0.0,0.0,16,4,4,3,83.97999999999999,0,0.0,1,"[""checkout_apple_pay""]",5.486983949050958,1,4,0.0,0.2,446083.0
910,10718443.0,2024-04-24 13:03:15.919,0,0.0,0.0,9,0,0,0,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.2,,288622.0
914,10541543.0,2024-04-10 06:04:11.847,0,0.0,0.0,1,0,0,0,9.31058,0,,1,"[""checkout_credit_api""]",,1,1,,,
915,10646433.0,2024-04-06 02:26:13.881,0,0.0,0.0,5,1,1,1,13.93,0,0.0,1,"[""checkout_apple_pay""]",3.330472939388639,1,1,0.0,0.0,45212.0
920,10766845.0,2024-05-09 05:28:54.728,0,0.0,0.0,1,0,0,0,4.61,0,0.04,1,"[""checkout_apple_pay""]",,1,1,0.0,,
921,10639720.0,2024-04-04 17:09:51.782,0,0.0,0.0,17,0,0,0,27.56,1,0.0,1,"[""checkout_apple_pay"",null]",1.5402155693278785,1,7,0.0,0.0576923076923076,13721.0
922,10756273.0,2024-05-05 17:18:17.137,0,0.0,0.0,1,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
923,10679625.0,2024-04-13 19:16:59.026,0,0.0,0.0,21,3,3,3,1.784,1,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,247817.0
926,10400279.0,2024-04-06 06:57:02.638,0,0.0,0.0,11,0,0,0,0.842,0,0.01,1,"[""checkout_apple_pay""]",,1,10,0.0,,36253.0
936,10704488.0,2024-04-20 03:45:03.126,0,0.0,0.0,9,1,1,1,142.8,0,0.0,1,"[""paypal_wallet_slave""]",33.799704140716976,1,2,0.0,0.28125,44026.0
941,10709426.0,2024-05-04 19:58:02.045,0,0.0,0.0,88,2,2,2,59.046,0,0.0,1,"[""checkout_apple_pay"",null]",21.84556359996235,1,11,0.1,0.0909090909090909,424144.0
943,10744019.0,2024-05-01 17:57:55.028,0,0.0,0.0,1,1,1,1,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
949,10683381.0,2024-04-14 17:13:33.076,0,0.0,0.0,2,0,0,0,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,419.0
953,10717619.0,2024-04-23 16:10:38.047,0,0.0,0.0,9,0,0,0,75.88,0,0.0,1,"[""paypal_wallet_slave""]",13.51988165628679,1,3,0.0,0.1818181818181818,1437.0
955,10653051.0,2024-04-07 14:31:34.703,0,0.0,0.0,7,1,1,1,4.61,0,0.0,1,"[""checkout_credit_api""]",,1,3,0.0,0.0,199578.0
958,10722497.0,2024-04-25 00:17:09.881,0,0.0,0.0,35,7,6,6,576.246,1,0.0,2,"[""checkout_apple_pay"",""checkout_credit_api""]",31.310847299879374,1,6,0.0,0.0872865275142315,252612.0
959,10146272.0,2024-04-14 14:29:50.102,0,0.0,0.0,15,1,1,1,9.22,0,0.0,1,"[null,""checkout_credit_api""]",2.661584740964175,1,5,0.0,0.0,19287.0
971,10633220.0,2024-04-03 03:14:06.111,0,0.0,0.0,2,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,325.0
973,10667259.0,2024-04-10 11:25:20.385,0,0.0,0.0,5,0,0,0,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,7813.0
975,10744845.0,2024-05-03 05:15:49.694,0,0.0,0.0,9,0,0,0,22.308,0,0.0,1,"[""checkout_apple_pay""]",3.2631837214597645,1,5,0.0,0.0,26559.0
984,10747402.0,2024-05-02 20:10:03.193,0,0.0,0.0,21,3,3,3,253.44,1,0.0,1,"[""checkout_apple_pay""]",14.13,1,4,0.0,0.1063829787234042,138514.0
993,10558016.0,2024-04-12 10:30:02.612,0,0.0,0.0,7,1,1,1,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,7,0.0,,499716.0
996,10763129.0,2024-05-09 07:21:03.227,0,0.0,0.0,3,2,2,2,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.7,,197895.0
998,10657995.0,2024-04-08 17:14:58.752,0,0.0,0.0,2,0,0,0,11.104,0,0.0,1,"[""checkout_apple_pay""]",5.328756703021822,1,1,0.0,,304.0
1002,10773160.0,2024-05-11 15:31:04.803,0,0.0,0.0,4,0,0,0,18.858,0,,1,"[""checkout_apple_pay""]",,1,1,,,343.0
1004,10736414.0,2024-04-29 03:46:21.786,0,0.0,0.0,1,0,0,0,4.61,0,0.0,1,"[null,""checkout_apple_pay""]",2.661584740964175,1,1,3.2,,
1006,10643943.0,2024-04-06 01:02:57.102,0,0.0,0.0,2,1,1,1,4.61,0,0.04,1,"[""checkout_apple_pay""]",,1,2,0.0,,0.0
1014,10670525.0,2024-04-11 04:01:41.816,0,0.0,0.0,6,1,1,1,4.61,0,0.0,1,"[null,""checkout_apple_pay""]",3.259762261269984,1,1,0.0,,92640.0
1020,10772119.0,2024-05-11 02:47:25.721,0,0.0,0.0,21,4,4,4,46.995,0,0.0,1,"[""checkout_apple_pay"",null]",5.763882404681761,1,4,0.0,0.2727272727272727,266943.0
1022,10759845.0,2024-05-06 19:30:47.295,0,0.0,0.0,8,1,1,1,76.844,0,0.0,1,"[""checkout_apple_pay"",null]",19.165284949616584,1,2,0.0,0.4,22053.0
1023,10691223.0,2024-04-17 16:17:24.729,0,0.0,0.0,3,0,0,0,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,14.0
1031,10743284.0,2024-05-01 08:29:17.773,0,0.0,0.0,14,1,1,1,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,93254.0
1033,10700565.0,2024-04-20 03:00:19.967,0,0.0,0.0,19,1,1,1,13.93,0,0.0,1,"[""checkout_apple_pay""]",3.3304729393886383,1,3,0.0,0.0,78043.0
1034,10666620.0,2024-05-08 02:54:41.863,0,0.0,0.0,1,0,0,0,6.494,0,,1,"[""checkout_apple_pay""]",,1,1,,,
1037,10694670.0,2024-04-29 19:12:01.642,0,0.0,0.0,39,5,5,5,33.712,1,0.0,1,"[null,""checkout_apple_pay""]",4.944187337335294,1,11,1.6,0.0103626943005181,182306.0
1039,10773185.0,2024-05-11 15:43:47.108,0,0.0,0.0,19,3,3,3,37.716,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,4,0.0,0.0046620046620046,250185.0
1040,10094538.0,2024-04-26 11:29:44.221,0,0.0,0.0,12,0,0,0,2.726,0,0.01,1,"[""checkout_credit_api""]",,1,37,0.0,,898.0
1043,10713461.0,2024-04-24 23:27:54.690,0,0.0,0.0,5,4,3,3,60.63,0,0.0,1,"[null,""checkout_apple_pay""]",6.313063058596689,1,6,1.0,0.0571428571428571,167211.0
1047,10607233.0,2024-04-20 10:10:59.587,0,0.0,0.0,55,5,5,5,151.10399999999996,0,0.0,1,"[""checkout_credit_api"",null]",6.6367641670241415,1,15,0.1,0.0970873786407767,264939.0
1051,10712199.0,2024-04-22 02:39:25.722,0,0.0,0.0,6,6,5,5,212.33599999999996,1,0.0,2,"[""paypal_wallet_slave"",null,""checkout_apple_pay""]",3.904332168375619,1,7,0.9,0.1,243308.0
1059,10763820.0,2024-05-08 11:42:23.351,0,0.0,0.0,3,13,13,13,16.656,0,0.0,1,"[""checkout_apple_pay""]",3.396429301487077,1,8,0.0,0.0,572712.0
1061,10714306.0,2024-04-22 18:24:42.938,0,0.0,0.0,5,0,0,0,4.61,0,0.12,1,"[""checkout_apple_pay""]",,1,1,0.0,,189.0
1063,10625287.0,2024-04-01 10:36:44.530,0,0.0,0.0,1,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.25,0.0
1064,10763757.0,2024-05-11 22:19:56.377,0,0.0,0.0,4,0,0,0,3.5916,0,,1,"[""checkout_apple_pay""]",1.3405330357734568,1,3,0.0,0.0,816.0
1067,10697110.0,2024-04-18 02:02:16.401,0,0.0,0.0,6,4,4,4,39.906,0,0.0,1,"[""checkout_apple_pay""]",5.970130149335104,1,5,0.0,0.0816326530612244,476903.0
1072,10755587.0,2024-05-05 09:01:17.661,0,0.0,0.0,11,1,1,1,74.96,0,0.0,1,"[""checkout_credit_api""]",0.0,1,5,0.0,0.0204081632653061,352536.0
1074,10621239.0,2024-04-01 02:17:37.206,0,0.0,0.0,12,1,1,1,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,6,0.0,0.0,103835.0
1084,10632350.0,2024-04-03 00:37:22.607,0,0.0,0.0,24,0,0,0,18.74,0,0.0,1,"[""checkout_credit_api""]",,1,2,0.0,0.2,12524.0
1085,10650336.0,2024-04-06 23:01:53.961,0,0.0,0.0,3,0,0,0,1.784,0,0.06,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,178.0
1086,10710790.0,2024-04-21 20:36:08.859,0,0.0,0.0,15,0,0,0,27.86,0,0.0,1,"[""checkout_apple_pay""]",3.124260552514787,1,2,0.0,,3898.0
1088,10663871.0,2024-04-09 21:20:22.656,0,0.0,0.0,23,1,1,1,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0666666666666666,73337.0
1095,10744803.0,2024-05-01 22:24:24.865,0,0.0,0.0,10,4,4,4,43.774,0,0.0,1,"[""checkout_apple_pay""]",4.347511150071958,1,6,0.0,0.4074074074074074,118468.0
1096,10629764.0,2024-04-07 04:17:07.616,0,0.0,0.0,3,0,0,0,0.842,0,,1,"[null,""checkout_apple_pay""]",0.2430644633288324,1,3,5219.8,,45.0
1098,10654399.0,2024-04-07 20:49:12.771,0,0.0,0.0,7,2,2,2,8.278,0,0.0,1,"[""checkout_apple_pay""]",0.6660945878777279,1,4,0.0,,119911.0
1103,10698812.0,2024-05-01 19:44:55.184,0,0.0,0.0,15,3,3,3,0.842,1,0.0,1,"[""checkout_apple_pay""]",,1,4,0.1,,204287.0
1111,10657238.0,2024-04-08 11:21:53.796,0,0.0,0.0,4,2,2,2,4.61,0,0.01,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,192522.0
1115,10624777.0,2024-04-05 20:19:27.662,0,0.0,0.0,2,0,0,0,3.568,0,0.38,2,"[""checkout_apple_pay"",""checkout_credit_api""]",1.3321891757554556,1,2,0.0,,861.0
1118,10739766.0,2024-04-30 03:36:58.419,0,0.0,0.0,10,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,1018.0
1120,10619288.0,2024-04-03 21:18:35.522,0,0.0,0.0,7,2,2,2,25.876,0,0.0,1,"[null,""checkout_apple_pay""]",4.1117982626073655,1,8,0.0,0.0833333333333333,115554.0
1123,10643576.0,2024-04-05 13:44:05.709,0,0.0,0.0,3,0,0,0,14.03,0,0.05,1,"[""checkout_apple_pay"",null]",7.014999999999999,1,1,0.0,,334.0
1125,10675388.0,2024-04-12 16:01:05.846,0,0.0,0.0,6,0,0,0,2.726,0,0.01,1,"[""checkout_apple_pay""]",,1,1,0.0,,247.0
1127,10736745.0,2024-04-29 06:25:15.422,0,0.0,0.0,14,2,2,2,51.41,1,0.0,2,"[""checkout_apple_pay"",""checkout_credit_api""]",7.065,1,3,0.0,0.1937984496124031,128538.0
1130,10752279.0,2024-05-08 17:31:46.668,0,0.0,0.0,5,0,0,0,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,4,4.2,0.0,2361.0
1131,10721525.0,2024-04-24 19:16:40.670,0,0.0,0.0,4,3,3,3,50.91,1,0.0,1,"[""checkout_apple_pay"",null]",3.547712822753171,1,2,0.2,0.0303030303030303,201353.0
1132,10747906.0,2024-05-02 23:03:13.139,0,0.0,0.0,1,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,1.0,0.0
1135,10653928.0,2024-04-07 18:38:48.221,0,0.0,0.0,3,1,1,1,20.424,0,0.03,1,"[""checkout_apple_pay""]",4.350911628613019,1,2,0.0,1.0,25225.0
1138,10726629.0,2024-04-27 15:15:14.874,0,0.0,0.0,8,1,1,1,9.32,0,0.01,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,126498.0
1143,10763631.0,2024-05-08 01:16:06.124,0,0.0,0.0,24,6,5,5,243.70499999999996,0,0.0,1,"[""checkout_apple_pay"",null]",6.546573335532109,1,4,0.6,0.6111111111111112,435944.0
1146,10656286.0,2024-04-08 03:32:36.700,0,0.0,0.0,6,1,1,1,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,15706.0
1148,10751746.0,2024-05-08 04:28:28.725,0,0.0,0.0,16,0,0,0,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,,2158.0
1158,10635791.0,2024-04-12 20:26:57.507,0,0.0,0.0,49,4,4,4,101.036,0,0.0,2,"[""checkout_apple_pay"",""checkout_credit_api"",null]",14.48062564025924,1,8,0.1,0.0,377541.0
1161,10764468.0,2024-05-08 09:21:44.396,0,0.0,0.0,62,4,4,3,25.134,1,0.0,1,"[""checkout_credit_api""]",3.396429301487078,1,6,0.0,0.0182481751824817,330769.0
1163,10680659.0,2024-05-06 05:17:39.400,0,0.0,0.0,28,0,0,0,3.668,0,0.0,1,"[""checkout_apple_pay""]",,1,13,0.0,,1011.0
1170,10630293.0,2024-04-03 16:06:33.366,0,0.0,0.0,1,0,0,0,4.61,0,,1,"[""checkout_apple_pay""]",,1,1,,,
1171,10684513.0,2024-04-14 22:26:37.154,0,0.0,0.0,11,1,1,1,7.336,1,0.01,1,"[null,""checkout_apple_pay""]",2.25306842624305,1,3,0.6,0.0,92766.0
1172,10640661.0,2024-04-04 21:44:08.185,0,0.0,0.0,9,0,0,0,5.452,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554556,1,2,0.0,0.0,2806.0
1174,10737713.0,2024-04-30 11:53:11.120,0,0.0,0.0,5,1,1,1,12.988,0,0.0,1,"[null,""checkout_apple_pay""]",4.695063506847733,1,5,4.4,0.0,476362.0
1175,10684802.0,2024-04-14 23:45:23.246,0,0.0,0.0,13,0,0,0,9.31058,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,4788.0
1178,10655515.0,2024-04-08 00:48:35.961,0,0.0,0.0,5,0,0,0,18.74,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,0.2,1123.0
1179,10627134.0,2024-04-01 21:19:28.091,0,0.0,0.0,6,0,0,0,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,1255.0
1180,10249307.0,2024-04-20 09:42:11.077,0,0.0,0.0,14,5,5,5,3.23,0,0.0,1,"[""paypal_wallet_slave""]",1.3505739520663056,1,19,0.0,0.0,305863.0
1188,10668304.0,2024-04-10 18:29:56.620,0,0.0,0.0,35,5,4,4,330.126,1,0.0,1,"[null,""checkout_apple_pay""]",6.287638574059917,1,5,0.0,0.2903225806451613,486715.0
1195,10667314.0,2024-04-25 09:01:43.234,0,0.0,0.0,6,2,2,1,12.888,0,0.01,1,"[""checkout_apple_pay"",null]",3.9300868692689215,1,3,24.9,,94567.0
1196,10554811.0,2024-04-16 14:25:13.488,0,0.0,0.0,14,8,8,8,29.644,0,0.0,1,"[""checkout_apple_pay"",null]",4.770100152687222,1,39,0.0,0.0010905125408942,361133.0
