Segment,Matuirity,Condition 1,Condition 2,Condition 3,Condition 4,Condition 5,Disputer rate,Payers,Disputers,Payers_covered,Payers_covered_to_point,Disputes_covered,Disputes_covered_to_point
maturity_day > 14 & paying_matuirity > 14 & payments > 1,32.0,payments_last_14d > 21.5,payments_last_14d ≤ 110.5,daily_games_first_14d > 871.75,games_to_date > 40870.5,max_games_daily_games > 6977.5,0.023255813953488372,172.0,4.0,4.9751272562346735e-05,0.0349,0.0003,0.489
maturity_day > 14 & paying_matuirity < 14 & payments > 1,52.0,minutes_to_play > 0.5,,,,,0.023255813953488372,129.0,3.0,3.731345442176005e-05,0.0349,0.00023,0.49
maturity_day > 14 & paying_matuirity < 14 & payments > 1,20.0,payments_to_date ≤ 23.5,local_time_12_to_18 > 56.5,win_amount_last_7d ≤ 513.36,money_games_last_14d ≤ 835.0,minutes_to_play > 7.5,0.023255813953488372,129.0,3.0,3.731345442176005e-05,0.035,0.00023,0.49
maturity_day < 14 & payments > 1,13.0,payments_last_7d > 5.5,spent_last_7d ≤ 1157.0,payments_last_7d > 23.5,local_time_after_18 > 2282.5,payments_last_7d ≤ 39.5,0.023255813953488372,172.0,4.0,4.9751272562346735e-05,0.035,0.0003,0.49
maturity_day < 14 & payments > 1,9.0,spent_to_date ≤ 466.995,spent_last_7d ≤ 30.995,local_time_12_to_18 > 65.5,games_to_date ≤ 4046.5,daily_games_first_14d > 1024.5,0.023076923076923078,390.0,9.0,0.00011280811801927456,0.0351,0.00068,0.491
maturity_day > 14 & paying_matuirity < 14 & payments > 1,51.0,money_games_last_7d > 671.5,,,,,0.023076923076923078,130.0,3.0,3.7602706006424855e-05,0.0352,0.00023,0.491
maturity_day > 14 & paying_matuirity > 14 & payments > 1,85.0,spent_last_14d ≤ 49.5,spent_to_date > 1055.49,daily_games_first_7d ≤ 873.99,,,0.022900763358778626,131.0,3.0,3.789195759108966e-05,0.0352,0.00023,0.491
maturity_day > 14 & paying_matuirity > 14 & payments > 1,56.0,spent_to_date ≤ 1243.495,payments_to_date ≤ 22.5,daily_games_first_7d > 108.255,minutes_to_pay_since_first_game > 22526.5,win_amount_last_7d > 43.67,0.022857142857142857,175.0,4.0,5.0619027316341156e-05,0.0352,0.0003,0.492
maturity_day > 14 & paying_matuirity > 14 & payments > 1,19.0,payments_last_7d ≤ 2.5,max_daily_spent ≤ 606.5,games_to_date > 1446.5,minutes_to_payment > 3677.0,games_last_7d > 29.5,0.022608695652173914,575.0,13.0,0.00016631966118226378,0.0354,0.00098,0.493
maturity_day > 14 & paying_matuirity < 14 & payments > 1,50.0,money_games_last_7d > 671.5,,,,,0.022556390977443608,133.0,3.0,3.8470460760419276e-05,0.0355,0.00023,0.493
maturity_day > 14 & paying_matuirity > 14 & payments > 1,78.0,max_daily_spent ≤ 399.995,payments_to_date ≤ 12.5,local_time_12_to_18 > 250.5,money_games_to_date ≤ 334.5,minutes_to_payment > 3179.0,0.02247191011235955,178.0,4.0,5.148678207033557e-05,0.0355,0.0003,0.493
maturity_day > 14 & paying_matuirity > 14 & payments > 1,73.0,spent_to_date ≤ 1056.995,spent_last_7d ≤ 9.995,local_time_6_to_12 ≤ 1146.5,payments_to_date > 12.5,local_time_before_6 ≤ 697.0,0.02247191011235955,178.0,4.0,5.148678207033557e-05,0.0356,0.0003,0.493
maturity_day > 14 & paying_matuirity > 14 & payments > 1,44.0,payments_last_14d > 8.5,win_amount_last_14d ≤ 5884.065,minutes_to_play ≤ 11.5,local_time_12_to_18 > 425.0,daily_games_first_14d ≤ 385.905,0.022388059701492536,536.0,12.0,0.00015503884938033633,0.0357,0.00091,0.494
maturity_day > 14 & paying_matuirity > 14 & payments > 1,35.0,payments_last_14d > 14.5,payments_last_14d ≤ 103.5,max_daily_spent ≤ 603.5,spent_to_date ≤ 1907.485,games_last_7d ≤ 13203.5,0.022321428571428572,1568.0,35.0,0.0004535464847544167,0.0362,0.00264,0.497
maturity_day > 14 & paying_matuirity > 14 & payments = 1,71.0,money_games_to_date ≤ 46.5,minutes_to_pay_since_first_game > 7.5,max_daily_spent ≤ 9.995,local_time_6_to_12 > 85.5,local_time_6_to_12 ≤ 145.5,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0362,0.00015,0.497
maturity_day > 14 & paying_matuirity < 14 & payments > 1,18.0,win_amount_last_7d ≤ 579.36,games_to_date ≤ 1437.0,bet_money_to_date ≤ 13.85,games_to_date > 221.5,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0362,0.00015,0.497
maturity_day > 14 & paying_matuirity < 14 & payments = 1,25.0,max_games_daily_games ≤ 6.5,,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0362,0.00015,0.497
maturity_day > 14 & paying_matuirity < 14 & payments = 1,15.0,spent_last_14d > 9.995,minutes_to_play ≤ 0.5,local_time_12_to_18 ≤ 83.5,bet_money_to_date ≤ 2.55,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0363,0.00015,0.498
maturity_day > 14 & paying_matuirity > 14 & payments = 1,39.0,max_daily_spent ≤ 19.5,win_amount_last_14d > 1.865,money_games_last_14d ≤ 29.5,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0363,0.00015,0.498
maturity_day > 14 & paying_matuirity > 14 & payments = 1,69.0,daily_games_first_7d > 36.765,local_time_before_6 > 210.5,local_time_after_18 ≤ 12.5,local_time_12_to_18 > 491.5,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0363,0.00015,0.498
maturity_day > 14 & paying_matuirity < 14 & payments > 1,18.0,win_amount_last_7d ≤ 579.36,games_to_date > 1437.0,money_games_last_14d > 833.5,max_daily_spent > 89.985,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0363,0.00015,0.498
maturity_day > 14 & paying_matuirity < 14 & payments = 1,15.0,spent_last_14d ≤ 9.995,games_last_7d ≤ 127.5,games_last_7d ≤ 112.5,minutes_to_pay_since_first_game > 15724.5,local_time_6_to_12 ≤ 0.5,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0364,0.00015,0.498
maturity_day > 14 & paying_matuirity < 14 & payments = 1,28.0,spent_last_14d > 9.995,local_time_before_6 ≤ 45.5,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0364,0.00015,0.498
maturity_day > 14 & paying_matuirity < 14 & payments > 1,57.0,daily_games_first_7d > 370.7,,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0364,0.00015,0.498
maturity_day > 14 & paying_matuirity > 14 & payments = 1,68.0,daily_games_first_14d > 36.79,local_time_before_6 > 210.5,local_time_after_18 ≤ 12.5,local_time_12_to_18 > 523.0,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0365,0.00015,0.499
maturity_day > 14 & paying_matuirity > 14 & payments > 1,34.0,payments_last_14d > 16.5,max_daily_spent ≤ 551.0,minutes_to_payment > 3153.0,spent_last_7d ≤ 101.5,win_amount_to_date ≤ 1168.255,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0365,0.00015,0.499
maturity_day > 14 & paying_matuirity > 14 & payments = 1,67.0,daily_games_first_7d > 36.765,local_time_before_6 > 210.5,local_time_after_18 ≤ 12.5,local_time_12_to_18 > 555.5,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0365,0.00015,0.499
maturity_day > 14 & paying_matuirity > 14 & payments = 1,73.0,money_games_to_date ≤ 46.5,minutes_to_pay_since_first_game > 39.0,max_daily_spent ≤ 9.995,local_time_6_to_12 > 85.0,local_time_6_to_12 ≤ 176.0,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0365,0.00015,0.499
maturity_day > 14 & paying_matuirity > 14 & payments = 1,40.0,max_daily_spent ≤ 19.5,win_amount_last_14d > 1.865,money_games_last_14d ≤ 29.5,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0366,0.00015,0.499
maturity_day > 14 & paying_matuirity < 14 & payments > 1,19.0,win_amount_last_7d ≤ 514.22,max_daily_spent ≤ 105.5,games_last_7d > 144.5,minutes_to_payment ≤ 7596.0,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0366,0.00015,0.499
maturity_day < 14 & payments = 1,14.0,spent_last_14d ≤ 95.0,max_payment ≤ 6.5,daily_games_first_14d ≤ 3.25,minutes_to_pay_since_first_game > 2.5,minutes_to_pay_since_first_game ≤ 16.0,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0366,0.00015,0.499
maturity_day > 14 & paying_matuirity > 14 & payments = 1,41.0,spent_to_date ≤ 19.5,win_amount_last_14d > 1.865,money_games_last_14d ≤ 30.5,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0366,0.00015,0.5
maturity_day > 14 & paying_matuirity > 14 & payments > 1,89.0,spent_to_date ≤ 415.995,win_amount_last_14d > 32.1,win_amount_last_7d ≤ 0.07,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0367,0.00015,0.5
maturity_day > 14 & paying_matuirity > 14 & payments > 1,48.0,spent_to_date > 334.995,spent_last_14d > 746.0,max_games_daily_games ≤ 4109.0,payments_last_7d ≤ 46.5,games_last_14d ≤ 5446.0,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0367,0.00015,0.5
maturity_day > 14 & paying_matuirity > 14 & payments > 1,86.0,payments_to_date > 13.5,win_amount_to_date ≤ 35250.271,spent_last_14d ≤ 70.5,spent_to_date > 1049.995,bet_money_to_date > 18024.6,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0367,0.00015,0.5
maturity_day < 14 & payments = 1,12.0,max_payment ≤ 95.0,spent_last_14d > 9.995,money_games_last_14d > 74.5,daily_games_first_14d > 175.835,daily_games_first_1d ≤ 180.125,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0367,0.00015,0.5
maturity_day > 14 & paying_matuirity < 14 & payments = 1,48.0,minutes_to_play > 0.5,win_amount_last_7d > 2.69,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0368,0.00015,0.5
maturity_day < 14 & payments > 1,13.0,payments_last_7d > 5.5,spent_last_7d ≤ 1157.0,payments_last_7d ≤ 23.5,daily_games_first_14d ≤ 213.53,daily_games_first_1d ≤ 115.615,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0368,0.00015,0.501
maturity_day > 14 & paying_matuirity < 14 & payments > 1,58.0,money_games_to_date > 1262.0,,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0368,0.00015,0.501
maturity_day > 14 & paying_matuirity > 14 & payments > 1,58.0,win_amount_last_14d > 172.405,max_daily_spent ≤ 214.985,minutes_to_pay_since_first_game > 20676.0,max_bet > 1.575,win_amount_last_7d > 449.68,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0368,0.00015,0.501
maturity_day > 14 & paying_matuirity > 14 & payments = 1,29.0,daily_games_first_14d > 10.55,bet_money_to_date > 50.95,daily_games_first_1d ≤ 31.95,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0369,0.00015,0.501
maturity_day > 14 & paying_matuirity > 14 & payments = 1,93.0,win_amount_to_date ≤ 0.225,minutes_to_pay_since_first_game > 872.5,minutes_to_pay_since_first_game ≤ 12414.5,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0369,0.00015,0.501
maturity_day > 14 & paying_matuirity > 14 & payments = 1,92.0,win_amount_to_date ≤ 0.225,minutes_to_pay_since_first_game > 872.5,minutes_to_pay_since_first_game ≤ 11232.0,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0369,0.00015,0.501
maturity_day > 14 & paying_matuirity > 14 & payments = 1,91.0,win_amount_to_date ≤ 0.225,minutes_to_pay_since_first_game > 872.5,minutes_to_payment ≤ 9967.5,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0369,0.00015,0.501
maturity_day > 14 & paying_matuirity > 14 & payments = 1,30.0,max_daily_spent ≤ 95.0,bet_money_to_date > 50.95,daily_games_first_7d ≤ 31.145,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.037,0.00015,0.502
maturity_day > 14 & paying_matuirity > 14 & payments = 1,28.0,daily_games_first_14d > 10.55,bet_money_to_date > 50.95,daily_games_first_7d ≤ 31.415,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.037,0.00015,0.502
maturity_day > 14 & paying_matuirity < 14 & payments = 1,22.0,daily_games_first_7d ≤ 4.835,,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.037,0.00015,0.502
maturity_day > 14 & paying_matuirity < 14 & payments = 1,18.0,max_daily_spent ≤ 17.5,money_games_last_7d > 34.5,games_last_7d ≤ 101.5,local_time_before_6 > 38.0,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0371,0.00015,0.502
maturity_day > 14 & paying_matuirity > 14 & payments > 1,53.0,max_daily_spent ≤ 85.495,daily_games_first_7d > 111.605,minutes_to_pay_since_first_game ≤ 18063.0,daily_games_first_1d ≤ 112.805,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0371,0.00015,0.502
maturity_day > 14 & paying_matuirity < 14 & payments = 1,34.0,minutes_to_pay_since_first_game > 43627.0,local_time_after_18 ≤ 2.5,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0371,0.00015,0.502
maturity_day > 14 & paying_matuirity < 14 & payments = 1,43.0,minutes_to_play > 0.5,win_amount_last_14d ≤ 4.74,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0371,0.00015,0.502
maturity_day > 14 & paying_matuirity > 14 & payments > 1,108.0,spent_to_date > 62.5,,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0372,0.00015,0.503
maturity_day > 14 & paying_matuirity > 14 & payments > 1,93.0,payments_last_14d > 1.5,win_amount_last_7d ≤ 2336.885,local_time_after_18 > 611.5,local_time_before_6 > 11445.0,local_time_after_18 ≤ 10542.5,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0372,0.00015,0.503
maturity_day > 14 & paying_matuirity > 14 & payments = 1,33.0,max_payment ≤ 95.0,bet_money_to_date > 56.05,daily_games_first_14d ≤ 31.45,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0372,0.00015,0.503
maturity_day > 14 & paying_matuirity > 14 & payments = 1,80.0,minutes_to_pay_since_first_game > 898.5,minutes_to_pay_since_first_game ≤ 10722.0,money_games_to_date ≤ 46.5,minutes_to_pay_since_first_game > 1831.5,local_time_6_to_12 > 56.0,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0372,0.00015,0.503
maturity_day > 14 & paying_matuirity > 14 & payments = 1,34.0,max_daily_spent ≤ 95.0,bet_money_to_date > 56.05,daily_games_first_14d ≤ 31.29,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0373,0.00015,0.503
maturity_day > 14 & paying_matuirity > 14 & payments > 1,72.0,spent_to_date > 1056.995,payments_to_date ≤ 341.0,minutes_to_payment > 3.5,spent_last_14d > 62.5,minutes_to_play > 6.5,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0373,0.00015,0.503
maturity_day > 14 & paying_matuirity < 14 & payments > 1,38.0,daily_games_first_1d > 242.885,minutes_to_pay_since_first_game ≤ 43629.5,games_last_14d > 4139.0,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0373,0.00015,0.504
maturity_day > 14 & paying_matuirity < 14 & payments = 1,17.0,spent_last_7d ≤ 12.5,max_bet ≤ 0.205,local_time_12_to_18 > 694.5,daily_games_first_14d ≤ 386.0,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0373,0.00015,0.504
maturity_day > 14 & paying_matuirity < 14 & payments = 1,46.0,minutes_to_play > 0.5,local_time_12_to_18 ≤ 43.5,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0374,0.00015,0.504
maturity_day > 14 & paying_matuirity > 14 & payments > 1,52.0,max_daily_spent ≤ 85.495,daily_games_first_7d > 118.115,minutes_to_pay_since_first_game ≤ 43629.5,minutes_to_payment > 2.5,daily_games_first_1d ≤ 119.13,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0374,0.00015,0.504
maturity_day > 14 & paying_matuirity > 14 & payments = 1,35.0,daily_games_first_7d ≤ 28.045,bet_money_to_date > 41.95,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0374,0.00015,0.504
maturity_day > 14 & paying_matuirity < 14 & payments = 1,23.0,daily_games_first_14d ≤ 5.255,,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0374,0.00015,0.504
maturity_day > 14 & paying_matuirity < 14 & payments = 1,24.0,daily_games_first_7d ≤ 5.815,,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0375,0.00015,0.504
maturity_day > 14 & paying_matuirity > 14 & payments > 1,103.0,local_time_after_18 > 10499.5,,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0375,0.00015,0.505
maturity_day > 14 & paying_matuirity > 14 & payments = 1,74.0,money_games_to_date ≤ 46.5,minutes_to_pay_since_first_game > 39.0,spent_to_date ≤ 9.995,local_time_6_to_12 > 85.0,local_time_6_to_12 ≤ 182.5,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0375,0.00015,0.505
maturity_day > 14 & paying_matuirity > 14 & payments = 1,79.0,minutes_to_pay_since_first_game > 898.5,minutes_to_pay_since_first_game ≤ 10722.0,money_games_to_date ≤ 46.5,max_daily_spent ≤ 9.995,local_time_6_to_12 > 53.0,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0375,0.00015,0.505
maturity_day > 14 & paying_matuirity < 14 & payments = 1,47.0,minutes_to_play > 0.5,daily_games_first_7d > 110.81,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0376,0.00015,0.505
maturity_day > 14 & paying_matuirity > 14 & payments > 1,80.0,spent_last_7d > 36.5,win_amount_to_date > 34863.34,local_time_6_to_12 ≤ 51449.5,,,0.022222222222222223,135.0,3.0,3.904896392974889e-05,0.0376,0.00023,0.505
maturity_day > 14 & paying_matuirity > 14 & payments = 1,19.0,spent_to_date ≤ 95.0,max_bet ≤ 1.105,"playing_days__0,0,0,0,0,1,0] ≤ 0.5",money_games_last_7d > 518.0,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0376,0.00015,0.505
maturity_day > 14 & paying_matuirity > 14 & payments = 1,56.0,bet_money_to_date ≤ 18.75,spent_to_date ≤ 9.995,local_time_before_6 > 210.5,local_time_before_6 ≤ 279.5,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0377,0.00015,0.506
maturity_day > 14 & paying_matuirity > 14 & payments = 1,42.0,max_payment ≤ 19.5,win_amount_last_14d > 1.865,games_last_14d ≤ 54.5,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0377,0.00015,0.506
maturity_day > 14 & paying_matuirity < 14 & payments = 1,26.0,win_amount_last_14d > 179.15,,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0377,0.00015,0.506
maturity_day < 14 & payments = 1,2.0,max_payment > 86.5,local_time_before_6 > 1.5,,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0377,0.00015,0.506
maturity_day > 14 & paying_matuirity < 14 & payments > 1,21.0,win_amount_last_14d ≤ 601.47,minutes_to_play ≤ 7.5,daily_games_first_1d > 345.41,daily_games_first_7d ≤ 381.815,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0378,0.00015,0.506
maturity_day > 14 & paying_matuirity > 14 & payments = 1,59.0,bet_money_to_date ≤ 18.75,spent_to_date ≤ 9.995,local_time_before_6 > 210.5,local_time_before_6 ≤ 283.5,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0378,0.00015,0.506
maturity_day > 14 & paying_matuirity > 14 & payments > 1,74.0,max_daily_spent ≤ 324.995,spent_last_14d ≤ 9.995,daily_games_first_1d ≤ 294.785,daily_games_first_1d > 287.79,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0378,0.00015,0.506
maturity_day > 14 & paying_matuirity > 14 & payments = 1,18.0,max_payment ≤ 95.0,max_bet ≤ 1.105,win_amount_last_7d > 70.25,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0378,0.00015,0.507
maturity_day < 14 & payments = 1,1.0,spent_last_7d ≤ 70.0,daily_games_first_7d > 1561.69,minutes_to_payment > 6.5,games_last_14d ≤ 1727.5,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0379,0.00015,0.507
maturity_day > 14 & paying_matuirity > 14 & payments > 1,47.0,spent_to_date > 311.995,spent_last_14d ≤ 746.995,minutes_to_pay_since_first_game > 2756.5,local_time_before_6 > 3748.0,minutes_to_pay_since_first_game ≤ 5801.5,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0379,0.00015,0.507
maturity_day > 14 & paying_matuirity > 14 & payments = 1,48.0,daily_games_first_7d > 30.535,minutes_to_payment ≤ 2.5,win_amount_to_date > 25.14,games_to_date ≤ 211.5,local_time_before_6 > 2.5,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0379,0.00015,0.507
maturity_day > 14 & paying_matuirity < 14 & payments > 1,23.0,spent_to_date ≤ 95.5,local_time_6_to_12 ≤ 0.5,win_amount_last_14d ≤ 17.43,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.0379,0.00015,0.507
maturity_day > 14 & paying_matuirity > 14 & payments = 1,58.0,bet_money_to_date ≤ 18.75,max_daily_spent ≤ 9.995,local_time_before_6 > 210.5,local_time_before_6 ≤ 283.5,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.038,0.00015,0.507
maturity_day > 14 & paying_matuirity > 14 & payments > 1,78.0,max_daily_spent > 399.995,max_games_daily_games ≤ 4784.0,spent_last_7d > 747.5,,,0.022222222222222223,90.0,2.0,2.6032642619832592e-05,0.038,0.00015,0.508
maturity_day > 14 & paying_matuirity > 14 & payments > 1,20.0,payments_last_7d > 2.5,max_daily_spent ≤ 412.0,money_games_last_14d > 94.0,payments_last_14d > 32.5,win_amount_last_7d > 217.47,0.0221483942414175,903.0,20.0,0.00026119418095232037,0.0383,0.00151,0.509
maturity_day > 14 & paying_matuirity > 14 & payments > 1,21.0,spent_last_7d ≤ 129.485,payments_last_14d > 2.5,payments_last_14d ≤ 28.5,minutes_to_payment ≤ 6963.0,bet_money_to_date ≤ 150.35,0.022123893805309734,452.0,10.0,0.00013074171626849257,0.0384,0.00076,0.51
